Year,Make,Model/Grade,Price (JA$),URL
2020,Toyota,"Hiace 2,0L","JA$3,890,000",https://www.jacars.net/adv/2494588_toyota-hiace-2-0l-2020/
2021,Toyota,"Corolla Touring 1,5L","JA$2,950,000",https://www.jacars.net/adv/2492531_toyota-corolla-touring-1-5l-2021/
2012,Toyota,"GT86 2,0L","JA$2,900,000",https://www.jacars.net/adv/2499005_toyota-gt86-2-0l-2012/
2015,Toyota,"Estima 2,4L","JA$2,430,000",https://www.jacars.net/adv/2502373_toyota-estima-2-4l-2015/
2015,Toyota,"Wish 2,1L","JA$1,900,000",https://www.jacars.net/adv/2502368_toyota-wish-2-1l-2015/
2019,Toyota,"Aqua 1,5L","JA$1,890,000",https://www.jacars.net/adv/2487187_toyota-aqua-1-5l-2019/
2015,Toyota,"Succeed 1,5L","JA$1,650,000",https://www.jacars.net/adv/2483262_toyota-succeed-1-5l-2015/
2016,Toyota,"Voxy 2,0L","JA$2,850,000",https://www.jacars.net/adv/2453207_toyota-voxy-2-0l-2015/
2017,Toyota,"Voxy 1,9L","JA$3,270,000",https://www.jacars.net/adv/2462626_toyota-voxy-1-9l-2017/
2010,Toyota,"Vitz 1,3L","JA$690,000",https://www.jacars.net/adv/2502362_toyota-vitz-1-3l-2010/
1998,Toyota,"Sprinter 2,0L","JA$160,000",https://www.jacars.net/adv/2502357_toyota-sprinter-2-0l-1998/
2015,Toyota,"Noah 2,0L","JA$2,700,000",https://www.jacars.net/adv/2502353_toyota-noah-2-0l-2015/
2011,Toyota,"RAV4 2,0L",Call for price,https://www.jacars.net/adv/2502349_toyota-rav4-2-0l-2011/
2017,Toyota,"Voxy 2,0L",Call for price,https://www.jacars.net/adv/2502348_toyota-voxy-2-0l-2017/
2016,Toyota,"Wish 1,8L","Swap, Negotiable",https://www.jacars.net/adv/2473387_toyota-wish-1-8l-2016/
2022,Toyota,"Axio 1,5L","JA$2,990,000",https://www.jacars.net/adv/2498142_toyota-axio-1-5l-2022/
2025,Toyota,"Harrier 2,5L","JA$8,290,000",https://www.jacars.net/adv/2498127_toyota-harrier-2-5l-2025/
2023,Toyota,"Harrier 2,5L","JA$7,390,000",https://www.jacars.net/adv/2498126_toyota-harrier-2-5l-2023/
2022,Toyota,"Probox 1,5L","JA$2,350,000",https://www.jacars.net/adv/2498125_toyota-probox-1-5l-2022/
2022,Toyota,"Hiace 2,7L","JA$4,590,000",https://www.jacars.net/adv/2498123_toyota-hiace-2-7l-2022/
2022,Toyota,"Noah 1,9L","JA$4,750,000",https://www.jacars.net/adv/2498121_toyota-noah-1-9l-2022/
2024,Toyota,"Harrier 2,5L","JA$7,690,000",https://www.jacars.net/adv/2495421_toyota-harrier-2-5l-2024/
2020,Toyota,"Fielder 1,5L",Call for price,https://www.jacars.net/adv/2502344_toyota-fielder-1-5l-2020/
2020,Toyota,"Aqua 1,5L",Call for price,https://www.jacars.net/adv/2502341_toyota-aqua-1-5l-2020/
2012,Toyota,"Aqua 1,5L","JA$880,000",https://www.jacars.net/adv/2502340_toyota-aqua-1-5l-2012/
2014,Toyota,"Vitz 1,0L","JA$1,200,000",https://www.jacars.net/adv/2502337_toyota-vitz-1-0l-2014/
2020,Toyota,"Axio 1,5L","JA$2,150,000",https://www.jacars.net/adv/2502336_toyota-axio-1-5l-2020/
2020,Toyota,"Axio 1,5L","JA$2,150,000",https://www.jacars.net/adv/2502332_toyota-axio-1-5l-2020/
2017,Toyota,"Voxy 1,9L","JA$3,050,000",https://www.jacars.net/adv/2493202_toyota-voxy-1-9l-2017/
2015,Toyota,"Voxy 1,9L","JA$2,850,000",https://www.jacars.net/adv/2433673_toyota-voxy-1-9l-2015/
2016,Toyota,"Voxy 2,0L","JA$2,970,000",https://www.jacars.net/adv/2453316_toyota-voxy-2-0l-2016/
2020,Toyota,"C-HR 1,8L",Negotiable,https://www.jacars.net/adv/2502329_toyota-c-hr-1-8l-2020/
2015,Toyota,"Hiace 2,0L","JA$2,900,000",https://www.jacars.net/adv/2502325_toyota-hiace-2-0l-2015/
2015,Toyota,"Crown Athlete 3,5L",Call for price,https://www.jacars.net/adv/2494656_toyota-crown-athlete-3-5l-2015/
2015,Toyota,"Premio 1,8L",Call for price,https://www.jacars.net/adv/2498213_toyota-premio-1-8l-2015/
2020,Toyota,"Axio 1,5L","JA$2,490,000",https://www.jacars.net/adv/2497343_toyota-axio-1-5l-2020/
2021,Toyota,"Fielder 1,5L",Call for price,https://www.jacars.net/adv/2502319_toyota-fielder-1-5l-2021/
2013,Toyota,"Voxy 2,0L","JA$2,450,000",https://www.jacars.net/adv/2502315_toyota-voxy-2-0l-2013/
2013,Toyota,"RAV4 2,0L","JA$2,280,000",https://www.jacars.net/adv/2502314_toyota-rav4-2-4l-2013/
2011,Toyota,"Voxy 2,0L","JA$1,780,000",https://www.jacars.net/adv/2502304_toyota-voxy-2-0l-2011/
2009,Toyota,"Wish 1,8L","JA$1,280,000",https://www.jacars.net/adv/2502303_toyota-wish-1-8l-2009/
2023,Toyota,"Raize 1,2L","JA$4,390,000",https://www.jacars.net/adv/2466180_toyota-raize-1-2l-2021/
2020,Toyota,"Esquire 2,0L","JA$4,290,000",https://www.jacars.net/adv/2497756_toyota-esquire-2-0l-2020/
2016,Toyota,"Voxy 2,0L","JA$3,150,000",https://www.jacars.net/adv/2480897_toyota-noah-2-0l-2015/
2021,Toyota,"Corolla 1,8L","JA$3,590,000",https://www.jacars.net/adv/2477576_toyota-corolla-1-8l-2021/
2019,Toyota,"Axio 1,5L","JA$2,400,000",https://www.jacars.net/adv/2493656_toyota-axio-1-5l-2019/
2020,Toyota,"Regius 2,7L","JA$4,490,000",https://www.jacars.net/adv/2481463_toyota-regius-2-7l-2020/
2019,Toyota,"C-HR 1,8L","JA$3,990,000",https://www.jacars.net/adv/2455971_toyota-c-hr-1-8l-2019/
2021,Toyota,"Corolla Touring 1,8L","JA$3,790,000",https://www.jacars.net/adv/2477578_toyota-corolla-touring-1-8l-2021/
2019,Toyota,"C-HR 1,8L","JA$3,890,000",https://www.jacars.net/adv/2461558_toyota-c-hr-1-8l-2019/
2019,Toyota,"Crown 2,5L","JA$5,290,000",https://www.jacars.net/adv/2447293_toyota-crown-2-5l-2019/
2022,Toyota,"Harrier 2,0L","JA$7,790,000",https://www.jacars.net/adv/2447298_toyota-harrier-2-0l-2022/
2018,Toyota,"Mark X 2,5L","JA$3,490,000",https://www.jacars.net/adv/2457005_toyota-mark-x-2-5l-2018/
2024,Toyota,"Harrier 2,0L","JA$8,990,000",https://www.jacars.net/adv/2453671_toyota-harrier-2-0l-2024/
2019,Toyota,"Axio 1,5L","JA$2,550,000",https://www.jacars.net/adv/2477678_toyota-axio-1-5l-2019/
2020,Toyota,"Fielder 1,5L",Call for price,https://www.jacars.net/adv/2502296_toyota-fielder-1-5l-2020/
2017,Toyota,"Voxy 2,0L",Call for price,https://www.jacars.net/adv/2502295_toyota-voxy-2-0l-2017/
2015,Toyota,"Vitz 1,3L","JA$1,540,000",https://www.jacars.net/adv/2494049_toyota-vitz-1-3l-2015/
2015,Toyota,"Voxy 2,0L","JA$2,799,999",https://www.jacars.net/adv/2502294_toyota-voxy-2-0l-2015/
2015,Toyota,"Voxy 2,0L","JA$2,899,999",https://www.jacars.net/adv/2502293_toyota-voxy-2-0l-2015/
2020,Toyota,"Probox 1,5L","JA$1,930,000",https://www.jacars.net/adv/2498451_toyota-probox-1-5l-2020/
2014,Toyota,"Fielder 1,5L",Call for price,https://www.jacars.net/adv/2495337_toyota-fielder-1-5l-2014/
2018,Toyota,"Premio 1,8L",Call for price,https://www.jacars.net/adv/2495320_toyota-premio-1-8l-2018/
2018,Toyota,"Premio 1,8L",Call for price,https://www.jacars.net/adv/2495317_toyota-premio-1-8l-2018/
2020,Toyota,"Axio 1,5L","JA$2,590,000",https://www.jacars.net/adv/2502289_toyota-axio-1-5l-2020/
2019,Toyota,"Mark X 2,5L",Call for price,https://www.jacars.net/adv/2495330_toyota-mark-x-2-5l-2019/
2014,Toyota,"Fielder 1,8L","JA$1,500,000",https://www.jacars.net/adv/2502288_toyota-fielder-1-8l-2014/
2020,Toyota,"Allion 2,0L",Call for price,https://www.jacars.net/adv/2495316_toyota-allion-2-0l-2020/
2020,Toyota,"Vitz 1,0L","JA$1,875,000",https://www.jacars.net/adv/2486154_toyota-vitz-1-0l-2020/
2017,Toyota,"Axio 1,5L","JA$1,850,000",https://www.jacars.net/adv/2495534_toyota-axio-1-5l-2017/
2020,Toyota,"Axio 1,5L","JA$2,290,000",https://www.jacars.net/adv/2498389_toyota-axio-1-5l-2020/
2015,Toyota,"Noah 1,8L","JA$2,680,000",https://www.jacars.net/adv/2497987_toyota-noah-1-8l-2015/
2015,Toyota,"Crown 2,5L","JA$3,400,000",https://www.jacars.net/adv/2498339_toyota-crown-2-5l-2015/
2019,Toyota,"Corolla Touring 1,8L","JA$2,550,000",https://www.jacars.net/adv/2489184_toyota-corolla-touring-1-8l-2019/
2016,Toyota,"Crown Athlete 2,0L",Call for price,https://www.jacars.net/adv/2479909_toyota-crown-athlete-2-0l-2016/
2019,Toyota,"Corolla 1,8L",Call for price,https://www.jacars.net/adv/2464647_toyota-corolla-1-8l-2019/
2019,Toyota,"Vitz 1,3L",Call for price,https://www.jacars.net/adv/2488935_toyota-vitz-1-3l-2019/
2020,Toyota,"RAV4 2,0L",Call for price,https://www.jacars.net/adv/2484216_toyota-rav4-2-0l-2020/
2016,Toyota,"Voxy 2,0L","JA$2,850,000",https://www.jacars.net/adv/2494307_toyota-voxy-2-0l-2016/
2020,Toyota,"Succeed 1,5L",Call for price,https://www.jacars.net/adv/2499080_toyota-succeed-1-5l-2020/
2016,Toyota,"Crown Athlete 3,5L",Call for price,https://www.jacars.net/adv/2495920_toyota-crown-athlete-3-5l-2016/
2017,Toyota,"Voxy 2,0L",Call for price,https://www.jacars.net/adv/2492656_toyota-voxy-2-0l-2017/
2015,Toyota,"Corolla Altis 1,6L","JA$2,100,000",https://www.jacars.net/adv/2487397_toyota-corolla-altis-1-6l-2015/
2016,Toyota,"Wish 1,8L","JA$2,200,000",https://www.jacars.net/adv/2501378_toyota-wish-1-7l-2016/
2022,Toyota,"Yaris 1,0L","JA$2,390,000",https://www.jacars.net/adv/2502279_toyota-yaris-1-0l-2022/
2022,Toyota,"RAV4 2,0L","JA$6,900,000",https://www.jacars.net/adv/2497127_toyota-rav4-2-0l-2022/
2019,Toyota,"Corolla 1,8L","JA$2,130,000",https://www.jacars.net/adv/2492026_toyota-corolla-1-8l-2019/
2022,Toyota,"RAV4 2,0L","JA$5,950,000",https://www.jacars.net/adv/2492249_toyota-rav4-2-0l-2022/
2016,Toyota,"Fortuner 2,7L","JA$3,400,000",https://www.jacars.net/adv/2502270_toyota-fortuner-2-7l-2016/
2015,Toyota,"Probox 1,5L","JA$1,380,000",https://www.jacars.net/adv/2502252_toyota-probox-1-5l-2015/
2010,Toyota,"Voxy 2,0L","JA$1,700,000",https://www.jacars.net/adv/2484490_toyota-voxy-2-0l-2010/
2024,Toyota,"Raize 1,2L","JA$4,400,000",https://www.jacars.net/adv/2502226_toyota-raize-1-2l-2024/
2016,Toyota,"Voxy 2,0L","JA$2,899,000",https://www.jacars.net/adv/2497837_toyota-voxy-2-0l-2016/
2020,Toyota,"Probox 1,5L","JA$1,900,000",https://www.jacars.net/adv/2488926_toyota-probox-1-5l-2020/
2012,Toyota,"Axio 1,5L","JA$1,350,000",https://www.jacars.net/adv/2502212_toyota-probox-1-5l-2012/
2019,Toyota,"Probox 1,5L","JA$1,680,000",https://www.jacars.net/adv/2502208_toyota-probox-1-5l-2019/
2013,Toyota,"Noah 2,0L",Call for price,https://www.jacars.net/adv/2502206_toyota-noah-2-0l-2013/
2007,Toyota,"RAV4 2,0L","JA$1,200,000",https://www.jacars.net/adv/2502200_toyota-rav4-2-0l-2007/
2008,Toyota,"Axio 1,5L","JA$950,000",https://www.jacars.net/adv/2502199_toyota-axio-1-5l-2008/
2014,Toyota,"Mark X 2,5L","JA$2,550,000",https://www.jacars.net/adv/2502198_toyota-mark-x-2-5l-2014/
2013,Toyota,"Probox 1,5L","JA$850,000",https://www.jacars.net/adv/2502196_toyota-probox-1-5l-2013/
2004,Toyota,"Probox 1,5L","JA$600,000",https://www.jacars.net/adv/2502189_toyota-probox-1-5l-2004/
2016,Toyota,"Crown Athlete 2,0L","JA$3,680,000",https://www.jacars.net/adv/2498852_toyota-crown-athlete-2-0l-2016/
2016,Toyota,"Noah 2,0L","JA$2,590,000",https://www.jacars.net/adv/2502181_toyota-noah-2-0l-2016/
2012,Toyota,"Hilux 3,0L",Call for price,https://www.jacars.net/adv/2502180_toyota-hilux-3-0l-2012/
2009,Toyota,"Hilux 3,0L","JA$1,850,000",https://www.jacars.net/adv/2502178_toyota-hilux-3-0l-2009/
2022,Toyota,"Harrier 2,0L","JA$5,499,000",https://www.jacars.net/adv/2498345_toyota-harrier-2-0l-2022/
2023,Toyota,"Voxy 2,0L","JA$7,200,000",https://www.jacars.net/adv/2497591_toyota-voxy-2-0l-2023/
2013,Toyota,"Town Ace 1,5L","JA$1,350,000",https://www.jacars.net/adv/2502169_toyota-town-ace-1-5l-2013/
2016,Toyota,"Voxy 2,0L","JA$2,850,000",https://www.jacars.net/adv/2502166_toyota-voxy-2-0l-2016/
2020,Toyota,"Aqua 1,5L","JA$1,790,000",https://www.jacars.net/adv/2502165_toyota-aqua-1-5l-2020/
2020,Toyota,"Aqua 1,5L","JA$1,750,000",https://www.jacars.net/adv/2502164_toyota-aqua-1-5l-2020/
2017,Toyota,"Fielder 1,7L","JA$1,600,000",https://www.jacars.net/adv/2502163_toyota-fielder-1-7l-2017/
2018,Toyota,"Fielder 1,5L","JA$2,650,000",https://www.jacars.net/adv/2473041_toyota-fielder-1-5l-2018/
2017,Toyota,"Mark X 2,5L","JA$3,150,000",https://www.jacars.net/adv/2502156_toyota-mark-x-2-5l-2017/
2016,Toyota,"Voxy 2,0L","JA$3,050,000",https://www.jacars.net/adv/2502150_toyota-voxy-2-0l-2016/
2014,Toyota,"Voxy 2,0L","JA$2,550,000",https://www.jacars.net/adv/2502145_toyota-voxy-2-0l-2014/
2023,Toyota,"Yaris Cross 2,0L",Call for price,https://www.jacars.net/adv/2502140_toyota-yaris-cross-2-0l-2023/
2014,Toyota,"Hiace 3,0L","JA$3,590,000",https://www.jacars.net/adv/2497011_toyota-hiace-3-0l-2014/
2021,Toyota,"Yaris 1,0L","JA$2,250,000",https://www.jacars.net/adv/2502138_toyota-yaris-1-0l-2021/
2017,Toyota,"Hilux 3,0L","JA$5,450,000",https://www.jacars.net/adv/2493061_toyota-hilux-3-0l-2017/
2020,Toyota,"RAV4 2,5L","JA$5,250,000",https://www.jacars.net/adv/2487341_toyota-rav4-2-5l-2020/
2013,Toyota,"RAV4 2,0L","JA$2,250,000",https://www.jacars.net/adv/2487408_toyota-rav4-2-0l-2013/
2018,Toyota,"RAV4 2,0L","JA$3,650,000",https://www.jacars.net/adv/2487500_toyota-rav4-2-5l-2018/
2016,Toyota,"Axio 1,5L","JA$1,720,000",https://www.jacars.net/adv/2487532_toyota-axio-1-5l-2016/
2020,Toyota,"Fortuner 2,7L","JA$6,950,000",https://www.jacars.net/adv/2487386_toyota-fortuner-2-7l-2020/
2017,Toyota,"Axio 1,5L","JA$1,780,000",https://www.jacars.net/adv/2491644_toyota-axio-1-5l-2017/
2019,Toyota,"Rush 1,5L","JA$2,940,000",https://www.jacars.net/adv/2486857_toyota-rush-1-5l-2019/
2014,Toyota,"Vellfire 2,4L","JA$2,770,000",https://www.jacars.net/adv/2472299_toyota-vellfire-3-0l-2014/
2011,Toyota,"Land Cruiser Prado 3,0L","JA$3,630,000",https://www.jacars.net/adv/2487336_toyota-land-cruiser-prado-3-0l-2011/
2013,Toyota,"Aqua 1,5L","JA$1,250,000",https://www.jacars.net/adv/2487315_toyota-aqua-1-5l-2013/
2014,Toyota,"Noah 1,8L","JA$2,480,000",https://www.jacars.net/adv/2472290_toyota-noah-2-0l-2014/
2015,Toyota,"RAV4 2,0L","JA$2,250,000",https://www.jacars.net/adv/2502129_toyota-rav4-2-0l-2015/
2020,Toyota,"Probox 1,4L","JA$2,100,000",https://www.jacars.net/adv/2485796_toyota-probox-1-4l-2020/
2014,Toyota,"Wish 1,8L","JA$1,720,000",https://www.jacars.net/adv/2501735_toyota-wish-1-8l-2014/
2020,Toyota,"Corolla 1,8L","JA$3,200,000",https://www.jacars.net/adv/2502120_toyota-corolla-1-8l-2020/
2016,Toyota,"Axio 1,5L","JA$2,050,000",https://www.jacars.net/adv/2502119_toyota-axio-1-5l-2016/
2019,Toyota,"C-HR 1,8L","JA$3,450,000",https://www.jacars.net/adv/2489498_toyota-c-hr-1-8l-2019/
2020,Toyota,"C-HR 2,0L","JA$3,850,000",https://www.jacars.net/adv/2470989_toyota-c-hr-2-0l-2020/
2010,Toyota,"Isis 1,8L","JA$950,000",https://www.jacars.net/adv/2502116_toyota-isis-1-5l-2010/
2023,Toyota,"Raize 1,2L","JA$3,950,000",https://www.jacars.net/adv/2502112_toyota-raize-1-2l-2023/
2025,Toyota,"Harrier 2,0L","JA$7,799,000",https://www.jacars.net/adv/2502108_toyota-harrier-2-0l-2025/
2012,Toyota,"Voxy 2,0L","JA$1,820,000",https://www.jacars.net/adv/2502085_toyota-voxy-2-0l-2012/
2015,Toyota,"Noah 2,0L","JA$3,080,000",https://www.jacars.net/adv/2502084_toyota-noah-2-5l-2015/
2022,Toyota,"RAV4 2,5L","JA$5,000,000",https://www.jacars.net/adv/2494533_toyota-rav4-2-5l-2022/
2014,Toyota,"Probox 1,5L","JA$1,130,000",https://www.jacars.net/adv/2502068_toyota-probox-1-5l-2014/
2017,Toyota,"Noah 2,1L","JA$2,800,000",https://www.jacars.net/adv/2502066_toyota-noah-2-1l-2017/
2014,Toyota,"Crown 3,5L","JA$3,700,000",https://www.jacars.net/adv/2502062_toyota-crown-3-5l-2014/
2014,Toyota,"Crown Majesta 3,5L","JA$2,300,000",https://www.jacars.net/adv/2502058_toyota-crown-majesta-3-5l-2014/
2014,Toyota,"Camry 1,3L","JA$1,100,000",https://www.jacars.net/adv/2502057_toyota-camry-1-3l-2014/
2010,Toyota,"Probox 1,5L","JA$780,000",https://www.jacars.net/adv/2502053_toyota-probox-1-5l-2010/
2015,Toyota,"Voxy 2,0L","JA$2,899,999",https://www.jacars.net/adv/2502049_very-clean/
2017,Toyota,"Mark X 2,4L","JA$3,200,000",https://www.jacars.net/adv/2502039_toyota-mark-x-2-4l-2017/
2018,Toyota,"C-HR 1,8L","JA$3,130,000",https://www.jacars.net/adv/2499458_toyota-c-hr-1-8l-2018/
2015,Toyota,"Voxy 2,0L","JA$2,550,000",https://www.jacars.net/adv/2502016_toyota-voxy-2-0l-2015/
2012,Toyota,"Prado 3,0L","JA$4,400,000",https://www.jacars.net/adv/2501176_toyota-prado-3-0l-2012/
2015,Toyota,"Mark X 2,5L","JA$1,940,000",https://www.jacars.net/adv/2501992_toyota-mark-x-2-5l-2015/
2020,Toyota,"Succeed 1,5L",Call for price,https://www.jacars.net/adv/2501985_toyota-succeed-1-5l-2020/
2014,Toyota,"Crown Majesta 3,5L","JA$2,600,000",https://www.jacars.net/adv/2501984_toyota-crown-majesta-3-5l-2014/
2016,Toyota,"Mark X 2,5L","JA$2,850,000",https://www.jacars.net/adv/2501983_toyota-mark-x-2-5l-2016/
2016,Toyota,"Voxy 2,0L","JA$2,830,000",https://www.jacars.net/adv/2491373_toyota-voxy-2-0l-2016/
2016,Toyota,"Noah 2,0L","JA$2,880,000",https://www.jacars.net/adv/2501980_toyota-noah-2-0l-2016/
2017,Toyota,"Voxy 2,0L","JA$3,350,000",https://www.jacars.net/adv/2501976_toyota-voxy-2-0l-2017/
2014,Toyota,"Crown Athlete 2,5L","JA$2,900,000",https://www.jacars.net/adv/2501974_toyota-crown-athlete-2-5l-2014/
2011,Toyota,"Vitz 1,0L","JA$860,000",https://www.jacars.net/adv/2501971_toyota-vitz-1-0l-2011/
2019,Toyota,"Vitz 1,5L","JA$1,950,000",https://www.jacars.net/adv/2500872_toyota-vitz-1-5l-2019/
2017,Toyota,"Mark X 2,5L","JA$3,230,000",https://www.jacars.net/adv/2499566_toyota-mark-x-2-5l-2017/
2017,Toyota,"Mark X 2,5L","JA$3,350,000",https://www.jacars.net/adv/2498746_toyota-mark-x-2-5l-2017/
2015,Toyota,"Voxy 2,0L","JA$3,050,000",https://www.jacars.net/adv/2498466_toyota-voxy-2-5l-2015/
2015,Toyota,"Noah 2,5L","JA$3,100,000",https://www.jacars.net/adv/2498465_toyota-noah-2-5l-2015/
2022,Toyota,"RAV4 2,5L","JA$6,500,000",https://www.jacars.net/adv/2501966_toyota-rav4-2-5l-2022/
2017,Toyota,"Noah 2,0L",Negotiable,https://www.jacars.net/adv/2489808_toyota-noah-2-0l-2017/
2020,Toyota,"Probox 1,5L",Negotiable,https://www.jacars.net/adv/2489804_toyota-probox-1-5l-2020/
2021,Toyota,"Alphard 2,5L","JA$9,200,000",https://www.jacars.net/adv/2501947_toyota-alphard-2-5l-2021/
2020,Toyota,"Axio 1,5L","JA$2,590,000",https://www.jacars.net/adv/2501945_toyota-axio-1-5l-2020/
2020,Toyota,"Yaris 1,0L","JA$1,995,000",https://www.jacars.net/adv/2501942_toyota-yaris-1-0l-2020/
2021,Toyota,"Yaris 1,5L","JA$2,200,000",https://www.jacars.net/adv/2500549_toyota-yaris-1-5l-2021/
2020,Toyota,"Hiace 2,0L","JA$4,100,000",https://www.jacars.net/adv/2491370_toyota-hiace-2-0l-2020/
2021,Toyota,"Corolla 1,8L","JA$3,350,000",https://www.jacars.net/adv/2485096_toyota-corolla-1-8l-2021/
2012,Toyota,"Crown 2,5L","JA$1,750,000",https://www.jacars.net/adv/2470618_toyota-crown-2-5l-2012/
2014,Toyota,"Voxy 2,0L","JA$2,700,000",https://www.jacars.net/adv/2482134_toyota-voxy-2-0l-2014/
2020,Toyota,"Yaris 1,0L","JA$2,180,000",https://www.jacars.net/adv/2475854_toyota-yaris-1-0l-2021/
2016,Toyota,"Voxy 1,6L","JA$2,800,000",https://www.jacars.net/adv/2497684_2016-toyota-voxy/
2015,Toyota,"Hiace 2,0L",Call for price,https://www.jacars.net/adv/2501933_toyota-hiace-2-0l-2015/
2012,Toyota,"Axio 1,5L","JA$1,450,000",https://www.jacars.net/adv/2501929_toyota-axio-1-5l-2012/
2015,Toyota,"Hiace 2,0L",Call for price,https://www.jacars.net/adv/2501931_toyota-hiace-2-0l-2015/
2014,Toyota,"Vitz 1,3L","JA$1,280,000",https://www.jacars.net/adv/2499845_toyota-vitz-1-3l-2014/
2020,Toyota,"Voxy 2,0L",Call for price,https://www.jacars.net/adv/2483921_toyota-voxy-2-0l-2020/
2015,Toyota,"Voxy 2,0L","JA$2,500,000",https://www.jacars.net/adv/2501918_toyota-voxy-2-0l-2015/
2015,Toyota,"Isis 1,8L",Call for price,https://www.jacars.net/adv/2486115_toyota-isis-1-8l-2015/
2017,Toyota,"Noah 2,0L",Call for price,https://www.jacars.net/adv/2486123_toyota-noah-2-0l-2017/
2019,Toyota,"Fielder 1,5L",Call for price,https://www.jacars.net/adv/2486124_toyota-fielder-1-5l-2019/
2016,Toyota,"Alphard 2,4L",Call for price,https://www.jacars.net/adv/2486110_toyota-alphard-2-4l-2016/
2020,Toyota,"Allion 2,0L",Call for price,https://www.jacars.net/adv/2499059_toyota-allion-2-0l-2020/
2016,Toyota,"Noah 2,0L",Call for price,https://www.jacars.net/adv/2499063_toyota-noah-2-0l-2016/
2015,Toyota,"Voxy 2,0L",Call for price,https://www.jacars.net/adv/2499062_toyota-voxy-2-0l-2015/
2019,Toyota,"Voxy 2,0L",Call for price,https://www.jacars.net/adv/2486098_toyota-voxy-2-0l-2019/
2021,Toyota,"RAV4 2,0L",Call for price,https://www.jacars.net/adv/2486116_toyota-rav4-2-0l-2021/
2018,Toyota,"Voxy 2,0L",Call for price,https://www.jacars.net/adv/2486122_toyota-voxy-2-0l-2018/
2017,Toyota,"Voxy 2,0L",Call for price,https://www.jacars.net/adv/2499060_toyota-voxy-2-0l-2017/
2015,Toyota,"Voxy 2,0L",Call for price,https://www.jacars.net/adv/2499061_toyota-voxy-2-0l-2015/
2015,Toyota,"Noah 2,0L","JA$2,780,000",https://www.jacars.net/adv/2501635_toyota-noah-2-0l-2015/
2020,Toyota,"RAV4 2,0L","JA$4,990,000",https://www.jacars.net/adv/2501881_toyota-rav4-2-0l-2020/
2020,Toyota,"RAV4 2,0L","JA$5,850,000",https://www.jacars.net/adv/2470958_toyota-rav4-2-0l-2020/
2022,Toyota,"Corolla 1,6L",Call for price,https://www.jacars.net/adv/2493452_toyota-corolla-1-6l-2022/
2020,Toyota,"Axio 1,5L",Call for price,https://www.jacars.net/adv/2488259_toyota-axio-1-5l-2020/
2018,Toyota,"Noah 2,0L","JA$3,900,000",https://www.jacars.net/adv/2457969_toyota-noah-2-0l-2018/
2017,Toyota,"Voxy 2,0L","JA$4,250,000",https://www.jacars.net/adv/2457962_toyota-voxy-2-0l-2017/
2020,Toyota,"Fielder 1,5L",Call for price,https://www.jacars.net/adv/2493448_toyota-fielder-1-5l-2020/
2020,Toyota,"Axio 1,5L","JA$3,200,000",https://www.jacars.net/adv/2488273_toyota-axio-1-5l-2020/
2021,Toyota,"Probox 1,3L",Negotiable,https://www.jacars.net/adv/2492114_toyota-probox-1-3l-2021/
2020,Toyota,"Rush 1,5L",Call for price,https://www.jacars.net/adv/2495056_toyota-rush-1-5l-2020/
2023,Toyota,"Land Cruiser Prado 3,0L",Call for price,https://www.jacars.net/adv/2472448_toyota-land-cruiser-prado-3-0l-2019/
2014,Toyota,"Wish 1,8L",Call for price,https://www.jacars.net/adv/2499276_toyota-wish-1-8l-2014/
2020,Toyota,"Probox 1,5L",Negotiable,https://www.jacars.net/adv/2456818_toyota-probox-1-5l-2018/
2020,Toyota,"Allion 1,8L",Call for price,https://www.jacars.net/adv/2486752_toyota-allion-1-8l-2020/
2019,Toyota,"Hiace 2,0L",Call for price,https://www.jacars.net/adv/2435665_toyota-hiace-2-0l-2019/
2020,Toyota,"Aqua 1,5L",Call for price,https://www.jacars.net/adv/2431832_toyota-aqua-1-5l-2018/
2022,Toyota,"RAV4 2,5L",Call for price,https://www.jacars.net/adv/2492855_toyota-rav4-2-5l-2022/
2020,Toyota,"C-HR 1,5L",Call for price,https://www.jacars.net/adv/2478648_toyota-c-hr-1-5l-2020/
2019,Toyota,"Hilux 3,0L",Call for price,https://www.jacars.net/adv/2483418_toyota-hilux-3-0l-2019/
2023,Toyota,"Land Cruiser 3,5L",Call for price,https://www.jacars.net/adv/2495059_toyota-land-cruiser-3-5l-2023/
